name,age,has_spouse,spouse_accompanying,education_level,canadian_education,first_lang_speaking,first_lang_listening,first_lang_reading,first_lang_writing,has_second_language,second_lang_speaking,second_lang_listening,second_lang_reading,second_lang_writing,canadian_work_experience,foreign_work_experience,has_sibling_in_canada,has_job_offer,has_provincial_nomination,clb7_and_post_secondary,post_secondary_and_canadian_exp,foreign_and_canadian_exp,trade_certificate,spouse_education_level,spouse_canadian_exp,spouse_lang_speaking,spouse_lang_listening,spouse_lang_reading,spouse_lang_writing,crs_score,improvement_strategy
Tara Schneider,20,True,False,8,2,8,4,4,8,False,0,0,0,0,1,5,False,0,True,False,False,True,False,0,0,0,0,0,0,1048,"improve language test scores, gain more Canadian work experience, learn second official language"
Crystal Perry,37,True,True,4,1,9,5,10,8,True,6,10,4,10,0,5,False,2,False,True,False,True,True,8,3,4,12,9,5,457,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
Marc Perry,41,False,False,4,0,11,9,8,12,False,0,0,0,0,6,2,True,1,False,False,False,False,False,0,0,0,0,0,0,567,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores"
James Craig,18,True,True,5,0,5,7,10,7,True,9,12,4,6,3,0,False,1,True,True,True,True,True,4,0,9,11,10,6,1264,"upgrade to bachelor degree, improve language test scores"
Kayla Hunt,28,True,False,8,1,10,9,5,5,True,7,4,6,6,2,1,True,2,False,True,False,False,False,0,0,0,0,0,0,498,"improve language test scores, gain more Canadian work experience"
Derrick Cox,28,False,False,7,2,10,5,6,12,True,11,6,8,8,6,0,False,0,False,True,True,True,True,0,0,0,0,0,0,536,"upgrade to PhD degree, improve language test scores, explore provincial nomination programs"
Donald Mclaughlin,41,True,True,5,3,8,8,12,4,False,0,0,0,0,3,2,False,1,False,True,True,False,False,4,5,10,6,7,12,609,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores"
Erica Rodriguez,21,False,False,1,1,4,6,6,6,False,0,0,0,0,1,5,True,0,True,False,False,False,True,0,0,0,0,0,0,873,"upgrade to  degree, improve language test scores, gain more Canadian work experience"
Rebecca Wilkinson,18,False,False,3,2,4,9,9,11,True,10,8,11,9,0,3,False,1,True,True,True,False,False,0,0,0,0,0,0,1202,"upgrade to  degree, improve language test scores, gain more Canadian work experience"
Jessica Johnson,21,True,False,1,0,7,8,7,12,False,0,0,0,0,1,5,False,1,True,True,True,True,True,0,0,0,0,0,0,1166,"upgrade to  degree, improve language test scores, gain more Canadian work experience"
Debra Marshall,33,True,True,8,0,5,6,10,4,True,9,10,7,5,5,0,True,1,True,True,False,False,False,4,3,4,9,10,8,1226,"apply soon to avoid further age point reductions, improve language test scores"
Angela Lee,37,True,False,7,2,7,12,5,10,True,6,9,10,8,5,5,False,0,True,True,False,False,False,0,0,0,0,0,0,1053,"apply soon to avoid further age point reductions, upgrade to PhD degree, improve language test scores"
Lee Taylor,47,True,True,6,0,8,6,7,8,False,0,0,0,0,6,1,True,0,True,False,False,True,False,3,1,7,5,7,11,958,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores, learn second official language"
Savannah Smith,26,False,False,8,2,4,11,5,10,True,11,9,5,6,1,4,True,1,True,False,False,False,False,0,0,0,0,0,0,1249,"improve language test scores, gain more Canadian work experience"
Jeffery Hill,34,True,False,8,1,7,12,5,7,False,0,0,0,0,3,1,True,1,False,True,True,False,False,0,0,0,0,0,0,649,"apply soon to avoid further age point reductions, improve language test scores"
Thomas Nguyen,36,True,True,2,2,9,7,10,7,False,0,0,0,0,3,4,False,1,False,False,True,False,True,3,3,10,4,12,12,586,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Jack Davis,17,True,True,5,3,8,6,4,9,True,4,6,12,12,6,0,True,0,False,False,False,True,False,3,5,4,5,4,6,373,"upgrade to bachelor degree, improve language test scores"
Natalie Lambert,18,True,False,6,2,11,7,9,5,False,0,0,0,0,2,5,True,1,True,False,True,True,False,0,0,0,0,0,0,1298,"upgrade to master degree, improve language test scores, gain more Canadian work experience"
Jose Jimenez,45,True,True,6,0,7,11,12,9,True,10,5,6,12,2,1,False,0,True,True,False,True,False,4,1,6,7,8,6,996,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores, gain more Canadian work experience"
Vicki Ortiz,46,True,False,2,1,8,7,9,7,True,5,12,8,7,0,3,False,1,True,False,True,False,False,0,0,0,0,0,0,981,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience"
William Johnson,29,False,False,6,0,12,8,9,11,False,0,0,0,0,2,3,False,0,True,True,True,False,False,0,0,0,0,0,0,1088,"upgrade to master degree, improve language test scores, gain more Canadian work experience, learn second official language, secure Canadian job offer"
Kenneth Davies,36,False,False,1,0,10,11,4,5,False,0,0,0,0,1,2,False,0,False,True,False,True,True,0,0,0,0,0,0,305,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience"
Diana Robinson,23,False,False,7,2,4,6,5,10,False,0,0,0,0,0,2,False,1,False,True,False,True,True,0,0,0,0,0,0,628,"upgrade to PhD degree, improve language test scores, gain more Canadian work experience"
Teresa Fletcher,24,False,False,7,2,7,7,7,5,True,11,4,9,4,5,3,False,1,True,False,True,False,False,0,0,0,0,0,0,1259,"upgrade to PhD degree, improve language test scores"
Michael Cooley,26,False,False,1,0,7,4,12,10,False,0,0,0,0,5,2,False,2,False,True,True,True,True,0,0,0,0,0,0,444,"upgrade to  degree, improve language test scores, learn second official language, explore provincial nomination programs"
Amanda Harrell,35,True,False,2,0,8,6,11,8,True,8,10,4,7,5,5,True,0,False,True,False,True,True,0,0,0,0,0,0,428,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Frank Wilson,40,True,False,6,0,11,5,12,9,True,5,8,9,12,3,0,True,1,False,True,False,False,True,0,0,0,0,0,0,653,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores, explore provincial nomination programs"
Kenneth Mckay,28,True,False,4,0,9,9,5,5,True,10,9,12,6,1,1,False,2,True,False,True,True,False,0,0,0,0,0,0,1079,"upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
Phillip Davis,33,False,False,7,0,4,6,6,12,False,0,0,0,0,0,0,True,2,False,False,True,False,True,0,0,0,0,0,0,421,"apply soon to avoid further age point reductions, upgrade to PhD degree, improve language test scores, gain more Canadian work experience"
Derrick Gonzalez,34,True,True,4,2,6,4,10,4,True,8,10,9,5,5,2,False,2,True,False,False,True,False,5,0,4,4,11,12,1050,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores"
Bonnie Cervantes,32,True,False,7,0,5,10,7,5,False,0,0,0,0,2,2,True,2,True,False,True,True,True,0,0,0,0,0,0,1123,"apply soon to avoid further age point reductions, upgrade to PhD degree, improve language test scores, gain more Canadian work experience, learn second official language"
Mary Long,40,True,True,1,2,12,6,6,7,True,11,4,8,11,3,1,False,2,True,False,False,False,True,5,1,5,11,6,8,931,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Joshua Porter,23,False,False,2,3,11,8,8,5,False,0,0,0,0,3,2,True,1,True,True,True,False,True,0,0,0,0,0,0,1248,"upgrade to  degree, improve language test scores"
Jay Becker,34,False,False,8,2,4,6,7,5,True,8,5,7,6,6,0,False,0,True,True,False,True,False,0,0,0,0,0,0,1049,"apply soon to avoid further age point reductions, improve language test scores"
Nicholas Perez,46,False,False,3,0,7,7,10,11,True,5,8,5,5,3,5,True,0,False,False,True,True,False,0,0,0,0,0,0,377,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Heather Casey,18,True,False,3,1,7,8,12,10,False,0,0,0,0,2,4,False,0,True,True,True,True,True,0,0,0,0,0,0,1075,"upgrade to  degree, improve language test scores, gain more Canadian work experience"
Jonathan Hutchinson,47,True,True,3,1,10,11,10,7,True,8,6,12,6,2,2,True,1,True,True,True,True,True,4,2,12,12,5,9,1211,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience"
Joseph Potter,20,True,False,2,3,10,8,11,10,False,0,0,0,0,0,3,False,1,True,False,False,False,False,0,0,0,0,0,0,1120,"upgrade to  degree, improve language test scores, gain more Canadian work experience"
Michele Gomez,48,False,False,6,0,8,8,12,12,False,0,0,0,0,6,1,True,2,False,True,False,False,True,0,0,0,0,0,0,475,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores"
Angela Mcpherson,48,False,False,2,2,8,10,5,8,False,0,0,0,0,3,2,False,0,True,False,True,True,True,0,0,0,0,0,0,908,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Robert Weber,37,False,False,1,1,5,5,7,6,False,0,0,0,0,2,4,False,1,True,False,False,False,True,0,0,0,0,0,0,1032,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience"
Joshua Jones,36,True,False,4,0,5,7,5,11,True,11,9,5,11,2,1,False,0,True,True,True,False,False,0,0,0,0,0,0,968,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
Alexandra Francis,40,True,True,5,3,11,12,5,6,True,9,6,11,9,1,2,False,0,False,False,False,False,False,2,2,11,4,6,7,350,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
Hannah Torres,48,True,True,3,2,5,7,12,11,True,4,9,8,10,5,3,False,1,False,True,False,False,True,7,3,8,12,11,4,601,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Matthew Chapman,26,False,False,8,2,5,12,5,12,True,4,7,7,12,3,5,False,0,True,True,False,True,False,0,0,0,0,0,0,1131,"improve language test scores, secure Canadian job offer"
Christian Wilson,17,False,False,6,2,6,9,11,11,False,0,0,0,0,1,1,False,1,True,False,False,True,True,0,0,0,0,0,0,1204,"upgrade to master degree, improve language test scores, gain more Canadian work experience"
Stacy Alvarez,17,False,False,7,1,12,11,10,5,False,0,0,0,0,3,5,False,0,False,True,True,True,False,0,0,0,0,0,0,432,"upgrade to PhD degree, improve language test scores"
Michael Turner,43,False,False,5,2,5,8,6,9,True,4,4,5,7,3,3,False,2,False,True,False,False,True,0,0,0,0,0,0,439,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores"
Amber Beck,38,False,False,7,0,12,12,8,9,False,0,0,0,0,4,4,False,1,True,False,False,False,True,0,0,0,0,0,0,1265,"apply soon to avoid further age point reductions, upgrade to PhD degree, improve language test scores"
Renee Adams,39,False,False,2,1,12,9,4,11,True,9,11,6,10,4,3,False,0,True,True,True,True,True,0,0,0,0,0,0,1006,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Glenn Garcia,21,True,True,3,1,4,6,8,5,False,0,0,0,0,0,4,False,1,False,False,True,False,False,7,1,4,11,7,5,500,"upgrade to  degree, improve language test scores, gain more Canadian work experience, learn second official language"
Amy Marks,39,True,True,7,2,11,10,5,7,False,0,0,0,0,4,2,True,2,False,False,False,True,False,7,3,11,9,6,9,502,"apply soon to avoid further age point reductions, upgrade to PhD degree, improve language test scores, learn second official language"
Wendy Neal,44,False,False,8,3,8,5,11,5,False,0,0,0,0,3,2,True,2,False,False,True,False,True,0,0,0,0,0,0,472,"apply soon to avoid further age point reductions, improve language test scores, explore provincial nomination programs"
Angela Guerrero,19,True,True,5,0,9,9,9,7,True,10,10,9,8,5,1,True,2,False,True,False,False,True,1,5,6,8,5,4,569,"upgrade to bachelor degree, improve language test scores"
Andrew Cruz,44,False,False,6,2,5,12,5,11,True,11,12,12,5,0,3,False,0,False,True,False,True,True,0,0,0,0,0,0,373,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores, gain more Canadian work experience"
Matthew Shaffer,17,True,True,5,1,8,10,11,5,True,4,6,11,10,6,2,True,0,False,True,False,True,True,7,5,8,6,8,10,447,"upgrade to bachelor degree, improve language test scores, secure Canadian job offer"
Samantha Chapman,38,False,False,7,2,6,4,6,8,False,0,0,0,0,1,5,False,1,True,False,True,False,False,0,0,0,0,0,0,1148,"apply soon to avoid further age point reductions, upgrade to PhD degree, improve language test scores, gain more Canadian work experience, learn second official language"
Mary Dean,50,True,True,6,0,7,6,6,8,True,6,9,6,11,3,1,False,0,True,False,True,False,False,4,6,8,4,8,10,909,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores"
Michelle Williamson,47,True,True,8,1,9,11,8,4,True,11,11,10,5,2,0,True,1,True,False,False,True,True,7,4,9,10,12,12,1248,"apply soon to avoid further age point reductions, improve language test scores, gain more Canadian work experience"
Justin Porter,27,True,True,6,0,12,10,9,6,True,8,8,6,5,3,2,False,1,True,True,True,True,False,4,4,10,8,11,5,1327,"upgrade to master degree, improve language test scores"
Grace Anderson,41,False,False,1,3,5,11,6,9,True,9,11,5,8,3,5,False,0,True,False,False,True,False,0,0,0,0,0,0,904,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, secure Canadian job offer"
Chase Jackson,20,True,False,1,0,7,5,5,7,False,0,0,0,0,1,1,True,2,False,True,True,True,False,0,0,0,0,0,0,374,"upgrade to  degree, improve language test scores, gain more Canadian work experience"
Jason Hernandez,29,True,True,1,3,8,7,10,4,True,4,8,11,10,0,5,True,1,True,True,False,True,True,7,5,10,8,5,7,1193,"upgrade to  degree, improve language test scores, gain more Canadian work experience"
Thomas Thompson,37,True,True,3,2,5,10,4,5,False,0,0,0,0,6,4,False,0,False,False,True,True,True,1,5,5,8,10,11,428,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Mark West,29,False,False,4,0,7,7,5,10,False,0,0,0,0,4,2,False,0,False,False,True,True,True,0,0,0,0,0,0,467,"upgrade to bachelor degree, improve language test scores"
Maria Torres,42,True,True,5,3,10,5,8,10,False,0,0,0,0,6,2,True,2,False,True,False,False,False,6,1,10,10,10,5,462,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, explore provincial nomination programs"
Jeremy Bradshaw,46,True,False,6,0,11,12,12,11,True,5,9,8,9,3,3,False,2,True,True,False,True,False,0,0,0,0,0,0,1094,"apply soon to avoid further age point reductions, upgrade to master degree"
Christine Mendoza,20,True,False,4,1,6,4,7,9,False,0,0,0,0,6,2,True,2,False,True,False,False,False,0,0,0,0,0,0,454,"upgrade to bachelor degree, improve language test scores"
Lauren Morales,17,False,False,2,0,5,12,5,7,False,0,0,0,0,4,1,False,1,False,False,True,True,False,0,0,0,0,0,0,453,"upgrade to  degree, improve language test scores, learn second official language"
Christopher Rivera,22,True,False,4,3,11,5,9,9,False,0,0,0,0,3,0,False,2,True,False,False,True,False,0,0,0,0,0,0,1104,"upgrade to bachelor degree, improve language test scores, learn second official language"
Stacy Baker,21,True,True,6,2,11,7,5,10,True,10,7,12,9,6,0,True,1,False,True,False,False,False,7,5,10,10,7,4,684,"upgrade to master degree, improve language test scores"
Susan Brooks,35,True,True,5,3,11,10,9,11,True,9,11,12,7,6,0,True,2,True,True,True,False,True,7,5,9,4,11,12,1228,"apply soon to avoid further age point reductions, upgrade to bachelor degree"
Lisa Beard,17,False,False,6,3,5,6,11,6,False,0,0,0,0,1,1,True,0,True,True,True,True,False,0,0,0,0,0,0,984,"upgrade to master degree, improve language test scores, gain more Canadian work experience"
Nancy Cook,23,True,False,1,1,4,9,12,12,False,0,0,0,0,6,3,False,2,False,False,True,True,False,0,0,0,0,0,0,445,"upgrade to  degree, improve language test scores, learn second official language, explore provincial nomination programs"
